Date,Pincode,Region,Category,Platform,Payment_Type,Promo_Code,Inventory_Status,Sessions,Orders
2026-08-04,560001,South,FMCG_Groceries,Android_v13,UPI,SAVE10,In_Stock,1049,50
2026-08-05,700001,East,Home Decor,iOS_v17.2,Wallet,WELCOME20,In_Stock,1428,69
2026-08-06,400001,West,Fashion,Android_v12,Card,FESTIVE15,In_Stock,1807,89
2026-08-07,110001,North,Mobiles,iOS_v16.6,NetBanking,NONE,In_Stock,2186,87
2026-08-08,560103,South,Laptops,Android_v12,COD,SAVE10,In_Stock,2565,105
2026-08-09,700001,East,Winter Wear,Android_v13,UPI,WELCOME20,In_Stock,2944,123
2026-08-10,400001,West,Large Appliances,iOS_v17.2,Wallet,FESTIVE15,In_Stock,3323,142
2026-08-01,110001,North,FMCG_Groceries,Android_v12,Card,NONE,In_Stock,3702,161
2026-08-02,500001,South,Home Decor,iOS_v16.6,NetBanking,SAVE10,In_Stock,4081,182
2026-08-03,700001,East,Fashion,Web,COD,WELCOME20,In_Stock,4460,202
2026-08-04,400001,West,Mobiles,Android_v13,UPI,FESTIVE15,In_Stock,4839,224
2026-08-05,110001,North,Laptops,iOS_v17.2,Wallet,NONE,In_Stock,717,34
2026-08-06,560102,South,Winter Wear,Android_v12,Card,SAVE10,In_Stock,1096,53
2026-08-07,700001,East,Large Appliances,iOS_v16.6,NetBanking,WELCOME20,In_Stock,1475,72
2026-08-08,400001,West,FMCG_Groceries,Web,COD,FESTIVE15,In_Stock,1854,74
2026-08-09,110001,North,Home Decor,Android_v13,UPI,NONE,In_Stock,2233,91
2026-08-10,600001,South,Fashion,iOS_v17.2,Wallet,SAVE10,In_Stock,2612,109
2026-08-01,700001,East,Mobiles,Android_v12,Card,WELCOME20,In_Stock,2991,128
2026-08-02,400001,West,Laptops,iOS_v16.6,NetBanking,FESTIVE15,In_Stock,3370,147
2026-08-03,110001,North,Winter Wear,Web,COD,NONE,In_Stock,3749,167
2026-08-04,560001,South,Large Appliances,Android_v13,UPI,SAVE10,In_Stock,4128,187
2026-08-05,700001,East,FMCG_Groceries,iOS_v17.2,Wallet,WELCOME20,In_Stock,4507,209
2026-08-06,400001,West,Home Decor,Android_v12,Card,FESTIVE15,In_Stock,4886,231
2026-08-07,110001,North,Fashion,iOS_v16.6,NetBanking,NONE,In_Stock,764,37
2026-08-08,560103,South,Mobiles,Web,COD,SAVE10,In_Stock,1143,56
2026-08-09,700001,East,Laptops,Android_v13,UPI,WELCOME20,In_Stock,1522,61
2026-08-10,400001,West,Winter Wear,iOS_v17.2,Wallet,FESTIVE15,In_Stock,1901,78
2026-08-01,110001,North,Large Appliances,Android_v12,Card,NONE,In_Stock,2280,95
2026-08-02,500001,South,FMCG_Groceries,iOS_v16.6,NetBanking,SAVE10,In_Stock,2659,114
2026-08-03,700001,East,Home Decor,Web,COD,WELCOME20,In_Stock,3038,132
2026-08-04,400001,West,Fashion,Android_v13,UPI,FESTIVE15,In_Stock,3417,152
2026-08-05,110001,North,Mobiles,iOS_v17.2,Wallet,NONE,In_Stock,3796,172
2026-08-06,560102,South,Laptops,Android_v12,Card,SAVE10,In_Stock,4175,193
2026-08-07,700001,East,Winter Wear,iOS_v16.6,NetBanking,WELCOME20,In_Stock,4554,215
2026-08-08,400001,West,Large Appliances,Web,COD,FESTIVE15,In_Stock,4933,237
2026-08-09,110001,North,FMCG_Groceries,Android_v13,UPI,NONE,In_Stock,811,40
2026-08-10,600001,South,Home Decor,iOS_v17.2,Wallet,SAVE10,In_Stock,1190,48
